Link,Title,Name,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=6ebd41f7c269b5bb,A&T Office - Occupier 사원급 (Entry-level),CBRE,서울,,"materials necessary for transactions - Prepares offers, term sheets and lease amendments... responsible for project..."
https://kr.indeed.com/viewjob?jk=efab6d4feed3e772,Marketing Specialist (수시모집 인재풀 등록),3M,서울,,analytical skills to analyze trends or marketing data. Uses short- term planning skills when forecasting or providing guidance...
https://kr.indeed.com/viewjob?jk=2bcc127fa59fa238,"Account Manager, Samsung - Amazon Web Services, Korea",Amazon Web Services Korea LLC,서울,,Manage and support customer interactions · Develop long- term strategic relationships with key accounts. · Ensure customer...
https://kr.indeed.com/viewjob?jk=bc6160ceec3a49f7,Knowledge Analyst - Panorama Financial Institutions Insights...,McKinsey & Company,서울,,within your area of expertise as well as provide short- term support for delivering key insights on content-focused questions...
https://kr.indeed.com/viewjob?jk=bcc6fd8422c3b005,"Manager, Marketing Strategy",Netflix,서울,,"paid, digital, social, partnerships etc.) Evaluate short and long term performance of marketing activities Drive operational..."
https://kr.indeed.com/viewjob?jk=f89ee17456fc7153,"Asset Management, Assistant, Seoul",Goldman Sachs,서울,,around the world... dedicated partnership and focus on long- term performance. As primary investment area within Goldman...
https://kr.indeed.com/viewjob?jk=23a99fa8b1a54363,Client Executive,Microsoft,서울,,establish strong alignment on long- term goals and secure buy... execution... creation of long- term strategies aimed...
https://kr.indeed.com/viewjob?jk=b22295422e62a558,"Director, Production Management",Netflix,서울,,areas as early as possible Negotiate facility deals for long- term stage rentals Identify and hire producer / line producers...
https://kr.indeed.com/viewjob?jk=ca01112f2d124b7e,E-Boutique Professional,Chanel,서울,,platform & identify new opportunities - building strong & long term partnerships with operators to get analytics and customer...
https://kr.indeed.com/viewjob?jk=fd624aa400347c5d,Livestream Operations Manager - South Korea,TikTok,서울,,"Talents for live-streaming section. 2. Build and maintain long- term relationship with MCN, agencies and influencers (KOLs). 3..."
https://kr.indeed.com/viewjob?jk=4129ae7fb452bdd8,PES Presales Internship,Siemens,서울,,"academic or career goals. Internships are generally one term experiences, generally... summer, though some can translate..."
https://kr.indeed.com/viewjob?jk=e745d37ace6b4470,Customer Success Analyst - Korea (6 Months Fixed-Term),MOLOCO,서울 강남구,,6-Months Fixed- Term Customer Success... approach... focus on building long- term partnerships. Passions for continuous...
https://kr.indeed.com/viewjob?jk=caae60559135ce1c,Cross Border Ecommerce - Project Management,Shopee,서울,,projects Lead some issue management and develop short term and long term solution Efficiently organise and convene meetings...
https://kr.indeed.com/viewjob?jk=02f7728ea7f5727e,Talent Acquisition Manager,Burberry,서울,,stakeholders and team members Ability to see short term and long term effects of possible actions Commercial and retail mind...
https://kr.indeed.com/viewjob?jk=24e1701d657edb00,Programme Officer,United Nations,인천,,commission of any... acts. The term “sexual exploitation” means any actual... conditions. The term “sexual harassment...
https://kr.indeed.com/viewjob?jk=a1d898b754a5f9d4,"Manager, Risk & Intelligence",Netflix,서울,,variety of genres and languages. Visit our culture memo and long- term view to learn more about the unique Netflix culture...
https://kr.indeed.com/viewjob?jk=c85169cf4c060326,[Janssen] PV Specialist,Johnson & Johnson Family of Companies,서울,,PV specialist 2. 계열사: 한국얀센 (Janssen) 3. 근무지: 서울시 용산구 4. 근무 형태: Fixed Term [Responsibilities] - Fulfill the responsibility...
https://kr.indeed.com/viewjob?jk=2e8a023bed940918,Trainee Sales Associate 2 (신세계 본점 남성),Burberry,서울,,mindset is core to our business and key to our long- term success. JOB PURPOSE 개인 및 매장 판매 목표를 초과 달성하기 위해 노력하고 소매점 주도 성장의 주요...
https://kr.indeed.com/viewjob?jk=1a9c0a18e7fe14f6,Marketing Communication,Beckman Coulter Diagnostics,서울,,Plan marketing events including budget and short and long- term strategy Create and maintain consistent corporate brand/image...
https://kr.indeed.com/viewjob?jk=90488f7ddfe1049b,"Commercial Operation Manager, Korea and Taiwan",머크,서울 강남구,,establishment of training priorities for both long term and short- term objectives Monitors and reports on progress...
https://kr.indeed.com/viewjob?jk=dfba483e59693f1e,"컨텐츠제작, 번역 외 신입/경력 정규직",킹스라이프스타일,성남 수정구,,LOOKING FOR LONG TERM PEOPLE (1-2 YEARS... media content design-Can commit to long term (2+ years)*Marketing Strategist...
https://kr.indeed.com/viewjob?jk=35e4a1f3c6ad0b5c,Assistant Project Manager ( Fixed Term Contract ),GE Gas Power,경기도 성남,,Job Description Summary Job Description Responsibilities Own the Customer relationship to understand... perspective...
https://kr.indeed.com/viewjob?jk=41f0bf1d8fb8d2f6,Cross Border Ecommerce - Project Management (Based in Seoul),Shopee,서울,,projects Lead some issue management and develop short term and long term solution Efficiently organize and convene meetings...
https://kr.indeed.com/viewjob?jk=ac55c2f91d46f0df,KR HP Associate Medical Affairs Lead (Jardiance),한국베링거인겔하임,서울 중구,,"family-owned ever since, Boehringer Ingelheim takes a long- term perspective.Now, we are powered by 52,000 employees globally..."
https://kr.indeed.com/viewjob?jk=e95c7a43409e805b,Customer Support (Chat) - Korean/English - Music Streaming,ModSquad,서울,,enjoyable online environment... an established and long- term project with an incredibly strong internal support system...
https://kr.indeed.com/viewjob?jk=335d465aeda39c94,ESL Teacher,Teach Away,대한민국,,class on average) All contracts... minimum one year term E2 sponsorship if required Full quarantine support during...
https://kr.indeed.com/viewjob?jk=a07c1ac31bb7090e,HR Assistant,RWS,서울,,experience of using HRIS systems; Understanding of payroll processes Category Human Resources Job Type Fixed Term Contract
https://kr.indeed.com/viewjob?jk=a825d432af879511,Consultant - Capital Productivity,McKinsey & Company,서울,,continuous improvement effort or developing short and long- term capability-building plans for all relevant levels of client...
https://kr.indeed.com/viewjob?jk=9bc3561c9fe47911,Senior Retail Manager,Burberry,서울,,mindset is core to our business and key to our long- term success. JOB PURPOSE RESPONSIBILITIES PERSONAL PROFILE
https://kr.indeed.com/viewjob?jk=3a08b30ab659e141,Business Developer - Career,Eastman,서울,,"Optimistically focus on continual growth over a longer- term horizon • Bias for Action: Have a bias for action, prioritizing..."
https://kr.indeed.com/viewjob?jk=44f4f9ebdf9a0273,Head of OFF Premise (Seoul) with Distribution Partner,Red Bull,서울,,"Premise vision, long term plan, annual... Partnerships that generate long term value for Red Bull, Customers and Consumers..."
https://kr.indeed.com/viewjob?jk=32627c734b57ab54,Cybersecurity Consultant,DNV,서울,,"support our customers to transition and realize... long- term strategic goals sustainably, and collectively contributing..."
https://kr.indeed.com/viewjob?jk=7f728e5d2b6df57c,Strategic Finance & IR Associate,뤼이드,서울 강남구,,"board presentations, maintenance of corporate short- term and long- term financial modelDevelop a deep understanding..."
https://kr.indeed.com/viewjob?jk=ecee1fd4053adfca,MACH Regional Product Manager,KLA,경기도 화성,,"market share, and penetration. Account for near and short term business requirements, competition, and total team capability..."
https://kr.indeed.com/viewjob?jk=7214bbcb8d129eb8,Sr Certification Engineer,Honeywell,서울,,"South Asia, Russia, India, Europe, Australia) Build long- term relationship with certification bodies (e.g. UL, CSA, Intertek..."
https://kr.indeed.com/viewjob?jk=1cef5afbf6396602,Back-end Developer/DevOps Engineer,Asiance,서울,,품권 지급 Working from home Leaving work at 4 o'clock on Long- term employee Chuseok & every Wednesday (Flexible) the last Friday...
https://kr.indeed.com/viewjob?jk=31d35842108c401b,Customer Success Manager,Aspen Technology,서울,,Responsible for nurturing assigned account base into long term strategic partnerships while increasing customer usage...
https://kr.indeed.com/viewjob?jk=eab9b79ffddcf137,Manager Sales,Hasbro,대한민국,,Demonstrated ability to develop and drive clear short to mid- term omni channel strategy to maximize physical availability...
https://kr.indeed.com/viewjob?jk=c584e6373cfe8d42,Principal Field Service Specialist,Raytheon Intelligence & Space,대한민국,,"fill a long- term position... Global... test. Interface with customers on short- term and long- term technical, operational..."
https://kr.indeed.com/viewjob?jk=8669483b11225a91,Renewables Consultant - Civil / Structure Engineering,DNV,서울,,comprises the delivery of Measurement Services and long- term energy forecasts to support due diligence of wind and solar...
https://kr.indeed.com/viewjob?jk=ab15e004221d1c15,"Enterprise Service Manager, Professional Services Korea",Amazon Web Services Korea LLC,서울,,"large organizations, develop a long term Professional Services strategy and execute... Supporting long term development of large..."
https://kr.indeed.com/viewjob?jk=cc100aca060767e8,E-retailer&CRM manager,Success Korea,서울 강남구,,"execution of new recruitment promotion with long- term and short- term program 4/ DM, MMS: customer data segment (Campaign Set..."
https://kr.indeed.com/viewjob?jk=7ce637c32b62b162,ISR - 외국계 IT 솔루션 밴더사,Success Korea,서울 강남구,,skills. 8. Ability to develop long- term strategic and executive level relationships... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=23851dd9b9cce3be,Account Partner/어카운트 파트너,Salesforce,서울,,approach that positions Salesforce and yourself as a long- term trusted advisor relationship ・Create a compelling vision...
https://kr.indeed.com/viewjob?jk=b8f440289f51dc9d,TikTok Live Operations Leader,ByteDance,서울,,live streaming team for South Korea; - Making short term and long term strategy and plans for live streaming development...
https://kr.indeed.com/viewjob?jk=075abc31f2654d16,Product Marketing Manager (SDA),Success Korea,대한민국,,Secure mid/long term product portfolio... thorough execution. Secure mid/long term product portfolio to fulfill local...
https://kr.indeed.com/viewjob?jk=fa63672e41acad0e,Business Consultant (Area focus: CRC/ECOM) - Temporary Posit...,Richemont,서울,,"CRC/ECOM) - Temporary Position Richemont Seoul, 11, KR Fixed Term Richemont owns some... world’s leading luxury goods..."
https://kr.indeed.com/viewjob?jk=eecbde14edf0a285,Technical Account Manager in Automotive Industry,MathWorks,서울,,customer’s workflow Develop and maintain long- term End User Relationships by providing excellent technical/customer service...
https://kr.indeed.com/viewjob?jk=2a809f8ef919aec1,Corporate Business Development & Strategy,Success Korea,서울 서초동,,joint ventures... 3) assisting... development of long- term strategy for RNTS divisions which include mobile platforms...
https://kr.indeed.com/viewjob?jk=890f9c60c6a3a41a,Sales Manager,Success Korea,서울 여의도역,,account... malls of product order. D. Build strong and long- term relationship... line malls especially social...
https://kr.indeed.com/viewjob?jk=c29db90fbc0229c3,"Seeking Competitive Bilingual(Gyopo) Teachers (Bucheon, Seou...",Francis Parker Collegiate,경기도 부천,,"school. If you are creative and consider teaching as your long- term career, please come to our school and join this thriving..."
https://kr.indeed.com/viewjob?jk=2ad7c0de795d8d24,"Account Manager, Google Marketing Platform (English, Korean)",Google,서울,,key relationships with customers. You... key partner for long- term growth planning to ensure the business continues...
https://kr.indeed.com/viewjob?jk=c895ed610aa7cfd3,Account Executive (APAC),Echobox,서울,,your region. You... charge of building long- term partnerships with key decision makers at large publishing companies...
https://kr.indeed.com/viewjob?jk=f4e6aee9dc2759d0,"Engr, Sales",Molex,경기도 안산,,drive value creation for profitable business growth upon long term base. The candidate must have the ability to work well...
https://kr.indeed.com/viewjob?jk=fde64e6948e8cdfa,PM-oncology,Success Korea,서울,,"brands marketing issues... achievement of short and long term business objectives, increased profit, and market control..."
https://kr.indeed.com/viewjob?jk=cf1f60fafb85966b,Management Controller,Valeo,대구,,gaps and variations with Budget 3. Participation... Middle Term Plan and Budget... entity 4. Support the Regional...
https://kr.indeed.com/viewjob?jk=8cf4c963f2e04796,Platform Designer,SCOR,대한민국,,"value added and innovative products and services and making long- term commitments... clients, namely insurers and large..."
https://kr.indeed.com/viewjob?jk=4e6de9c6eee09a91,"Sr. Analyst, FP&A - Korea",Under Armour,서울,,assess financial return... business... mid-long term Ad-hoc duties/projects as assigned (eg. Review meeting...
https://kr.indeed.com/viewjob?jk=0475c02b54919194,Senior Solution Sales Executive-SAP ARIBA,SAP,서울,,"passionate about customer success, customer delight, and long- term customer relationships Outcome focused... role..."
https://kr.indeed.com/viewjob?jk=107ee085b67c5f7e,Lead Sales Representative,Stryker,서울,,"achieve financial goals... business. Develop short- term and long- term sales strategy, execute marketing plans through..."
https://kr.indeed.com/viewjob?jk=e3a9d68ac5310fe8,CIB Operations - Market Operations - Trade Processing Specia...,"JPMorgan Chase Bank, N.A.",서울,,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=c0bf23e425018d70,Vitality Business Development & Partnerships (Team Leader),AIA,서울,,Samsung Credit Card) and developing long term customer relationships that engages... Develop a short and long term financial...
https://kr.indeed.com/viewjob?jk=1a0ef6022492b481,Short-Term Teaching Positions with PAY,Chung Dahm Learning,대한민국,,English Native Level Location All Area Job Description Short- Term Teaching Positions with GREAT PAY! CHUNGDAHM LEARNING...
https://kr.indeed.com/viewjob?jk=7e43bab8bbc73adb,CS EUV Pyeongtaek Team Lead,에이에스엠엘코리아,경기도 평택,,roadmap.Drive technical requirements for short term and mid- term solutions. Creating harmonized team culture and continuous...
https://kr.indeed.com/viewjob?jk=904b3d9f521abc46,Clinical Research Manager,MSD,서울,,"local and regional strategy development consistent with long‐ term corporate needs in conjunction with CRD, TAH and Regional..."
https://kr.indeed.com/viewjob?jk=66f33eab9c93bd89,Sales and Customer Management Executive,British Council,서울,,"longer term, creating benefit... publications. Contract: One year fixed term (renewable) | Location: Seoul – Seocho..."
https://kr.indeed.com/viewjob?jk=ddea19516f3946cc,"Snr Specialist II, Talent Acquisition",ASM,경기도 화성,,"exceptional diverse talent for open roles (permanent, fixed term contracts, internships etc.) within the organisation. Build..."
https://kr.indeed.com/viewjob?jk=2b1f57fb635f126f,[Van Cleef & Arpels] Client Engagement Manager,Van Cleef & Arpels,서울,,support the BTQ’s to leverage tools to build loyalty and long term relationships with clients. Reporting to Local Client...
https://kr.indeed.com/viewjob?jk=cfa06cfec5677ee0,Finance Business Partner manager 채용,한국아스텔라스제약,서울 청담동,,"cycles... annual budget, interim forecasts and overall mid- term plan (MTP). - Prepare and analyse P&L at market..."
https://kr.indeed.com/viewjob?jk=16212c98f49f0245,New Business Manager (Hunter),PLATTS,서울,,e.g. S&P Global Platts Net Promoter Score) over the long term.” Requirements: Degree with minimum 3-5 years of successful...
https://kr.indeed.com/viewjob?jk=0c7820d3d36e5498,CADD팀 (팀원) - IT신기술 기반 신약개발 신약개발 전문기업,,서울특별시,,"지원 2) GPCR, non-GPCR pipeline 매니저 cross communication 3) Long Term Project : ( 협의 후 결정 ) 4) 교육 훈련 참가 : ( 협의 후 결정 ) 5) 기타 Role..."
https://kr.indeed.com/viewjob?jk=06bee2f6c878e456,"Strategic Account Manager, Korea",Illumina,서울,,"value, long- term profitable customer accounts through relationship building sales techniques. Develop short and long- term key..."
https://kr.indeed.com/viewjob?jk=cb34db7452b833ef,Manager in Asset management 글로벌 쇼핑몰 개발운영 기업,,서울특별시,,"data about monthly tenant’s gross sales, revenue, expense, lease term. (월간 테넌트 총 매출, 수입, 지출 보고서, 임대 계약 정보, 등 쇼핑센터 실적 관련 정보수집..."
https://kr.indeed.com/viewjob?jk=6a77c2edad1d4160,Translator Intern,RWS,서울,,associated... use... resume... considered null and void. Category Translation Job Type Fixed Term Contract
https://kr.indeed.com/viewjob?jk=5dc36fbdd42e5917,글로벌 EC그룹 E-Commerce 매니저 채용,Success Korea,서울 청담동,,business plans that result... establishment of a long term interactive... consumer ? Develop a plan and Lead global...
https://kr.indeed.com/viewjob?jk=adfd945c59fd55e1,Key Account Manager,Danfoss,서울,,key accounts focusing on Samsung and Hyundai by building long term strategic relationship Collaborate with business segments...
https://kr.indeed.com/viewjob?jk=60cff7829a363f04,Senior Brand Manager – FIFA Online 4,Electronic Arts,서울,,ensuring all teams are driving together towards a singular long- term vision. Regional brand approvals and oversight of brand...
https://kr.indeed.com/viewjob?jk=4073954921a2a81d,마케팅 매니저,Success Korea,서울,,order to achieve the business objectives and long- term growth. - Aimed in meeting the higher customers satisfaction...
https://kr.indeed.com/viewjob?jk=95600ecf79c6f2b1,"CIB - Corporate Sales Analyst, Seoul - Korea","JPMorgan Chase Bank, N.A.",서울,,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=077c3571009bdf1c,Services Engagement Manager,Veeva Systems,경기도,,need and set expectations correctly... focus on long- term success Deliver Proposals and Statements of Work (SOW) along...
https://kr.indeed.com/viewjob?jk=e901434c55055e6a,Customer Quality Manager,Dupont,경기도 화성,,roadmaps will include the short-mid term CIP efforts to continually drive improved... well as long term actions to help win new...
https://kr.indeed.com/viewjob?jk=0bdb1e197ba29dd4,Flight Inspector 4 - Republic of Korea,Northrop Grumman UK,대한민국,,"President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety..."
https://kr.indeed.com/viewjob?jk=f73e40a47cc756e7,Major Account Manager,Trend Micro,서울,,"levels ( CXOs , Managers , Specialists) to establish a long term professional trust-based relationship that enables Trend..."
https://kr.indeed.com/viewjob?jk=,,Hexagon PPM,서울,,consequences of new ideas or concepts and anticipates long term opportunities and requirements formulating plans to meet them...
https://kr.indeed.com/viewjob?jk=,,Dassault Systèmes,서울,,Brand discipline to gain customer commitment on long- term business transformation. You have dreams? You enjoy a challenge...
https://kr.indeed.com/viewjob?jk=,,Vestas,서울,,"thereby contributing towards the long term growth... organisation, possessing... Experience with long- term sales processes..."
https://kr.indeed.com/viewjob?jk=,,Amazon Web Services Korea LLC,서울,,revenue while working on big-rocks... lead to long- term sustained growth • Build cross-industry and cross-service...
https://kr.indeed.com/viewjob?jk=,,Siemens,경기도 성남,,build and improve customer relationships to ensure long term customer satisfaction and become the go-to expert for all...
https://kr.indeed.com/viewjob?jk=,,Boehringer Ingelheim,대한민국,,"family-owned ever since, Boehringer Ingelheim takes a long- term perspective. Now, we are powered by 52,000 employees..."
https://kr.indeed.com/viewjob?jk=,,FARO Technologies,부산광역시,,leads and close sales to achieve revenue goals and create long- term purchase agreements with key accounts. Generate sales...
https://kr.indeed.com/viewjob?jk=,,New Relic,서울,,sales account executives with focus on bringing long term value... company Existing network of strategic enterprise...
https://kr.indeed.com/viewjob?jk=,,Trend Micro,서울,,"levels ( CXOs , Managers , Specialists) to establish a long term professional trust-based relationship that enables Trend..."
https://kr.indeed.com/viewjob?jk=,,Bacardi,서울,,"support... effective Decision making Short and long term financial projections Prepare budget, latest estimate and ensure..."
https://kr.indeed.com/viewjob?jk=,,Amazon Web Services Korea LLC,서울,,appropriate strategic investments while maintaining the short- term delivery of leads; metrics/ROI focused and knows how...
https://kr.indeed.com/viewjob?jk=,,Henkel,서울 강남구,,"JOB ID: 21026918 Contract & Job type: Full Time, Limited Term Contact information for application-related questions..."
https://kr.indeed.com/viewjob?jk=,,머크,서울 강남구,,establishment of training priorities for both long term and short- term objectives Monitors and reports on progress...
https://kr.indeed.com/viewjob?jk=,,Micro Focus,서울,,bottoms up sales through teams Responsibilities: Develops long term sales pipeline to increase the company's market share...
https://kr.indeed.com/viewjob?jk=,,틱톡,서울 강남구,,"organizations and influencer groups, working to drive long- term adoption and set growth strategies for our partners. Ideal..."
https://kr.indeed.com/viewjob?jk=,,TikTok,서울,,other technology-relevant public policy concerns. 3. Building long- term strategic relationships with local partners; develop...
https://kr.indeed.com/viewjob?jk=,,tesa,서울,,"chain execute short-, mid- and long- term strategies for assigned markets, customers... mid- and long- term strategic planning..."
https://kr.indeed.com/viewjob?jk=,,JW그룹,서울 서초동,,"신제품 후보물질 발굴 및 License-in 추진 - 신규물질 스크리닝, 제품검토 및 시장성 평가, 사업제안, Term sheet협의 2. 신약개발과제 License-out 관련 업무의 기획 및 추진 - 내부 개발현황 파악..."
https://kr.indeed.com/viewjob?jk=,,DNV,서울,,comprises the delivery of Measurement Services and long- term energy forecasts to support due diligence of wind and solar...
https://kr.indeed.com/viewjob?jk=,,AstraZeneca,서울,,"undertaken... company, as well... medium to long- term strategy and decision making. Provide support in assisting..."
https://kr.indeed.com/viewjob?jk=,,Burberry,서울,,"mindset is core to our business and key to our long- term success. JOB PURPOSE Service excellence ambassador, responsible..."
https://kr.indeed.com/viewjob?jk=,,Dassault Systèmes,서울,,Industry Fundamentals to get customer commitment on a long- term business transformation Leverage 3DEXPERIENCE Platform as our...
https://kr.indeed.com/viewjob?jk=,,Synopsys,경기도 성남,,6. The role is also required systemic thinking... long term talent strategy to accumulate pipeline for local critical...
https://kr.indeed.com/viewjob?jk=,,CBRE,서울,,"materials necessary for transactions - Prepares offers, term sheets and lease amendments... responsible for project..."
https://kr.indeed.com/viewjob?jk=,,DataDog,서울,,continues to innovate... well positioned... long term... Team: Our sales team works... best-of-breed product...
https://kr.indeed.com/viewjob?jk=,,Red Bull,서울,,"brand by designing and executing a short-, mid- and long- term Sports/E-Sports & Culture program achieving strong credibility..."
https://kr.indeed.com/viewjob?jk=,,Medtronic,서울,,operators and referrers Good ability to set up long- term marketing and business strategies including revenue/operational...
https://kr.indeed.com/viewjob?jk=,,Twitch Korea LLC,서울 강남구,,"clients, agencies, and media reps. · Develop and manage long- term strategic relationships with clients and agencies. · Create..."
https://kr.indeed.com/viewjob?jk=,,H.B. Fuller,서울,,"market trends, uncovering unmet needs, building short & long term business plans... leading the execution... business..."
https://kr.indeed.com/viewjob?jk=,,,서울특별시,,"data about monthly tenant’s gross sales, revenue, expense, lease term. (월간 테넌트 총 매출, 수입, 지출 보고서, 임대 계약 정보, 등 쇼핑센터 실적 관련 정보수집..."
https://kr.indeed.com/viewjob?jk=,,Electrolux,대한민국,,"them. ü Develop, build & maintain strong and long term relationship with digital customers ü Close communication to deliver..."
https://kr.indeed.com/viewjob?jk=,,Red Hat Software,서울,,programs and commercial buying programs to build long- term strategic relationships with customers Produce referenceable...
https://kr.indeed.com/viewjob?jk=,,Shopee,서울,,projects Lead some issue management and develop short term and long term solution Efficiently organize and convene meetings...
https://kr.indeed.com/viewjob?jk=,,Google,서울,,customers attain... business goals while building long- term capabilities. Behind every advertising campaign at Google...
https://kr.indeed.com/viewjob?jk=,,Ecolab,서울,,"set of cleaning and sanitation solutions Carve out a long term, advanced career path in sales/service, corporate accounts..."
https://kr.indeed.com/viewjob?jk=,,BALENCIAGA KOREA LTD,부산광역시,,역량을 펼칠 수 있는 기회를 함께 모색하고자 합니다. Job Type Fixed Term (Fixed Term) Start Date 2021-03-04 Schedule Full time Organization...
https://kr.indeed.com/viewjob?jk=,,Asiance,서울,,품권 지급 Working from home Leaving work at 4 o'clock on Long- term employee Chuseok & every Wednesday (Flexible) the last Friday...
https://kr.indeed.com/viewjob?jk=,,Dupont,경기도 화성,,roadmaps will include the short-mid term CIP efforts to continually drive improved... well as long term actions to help win new...
https://kr.indeed.com/viewjob?jk=,,Genesys,서울,,"Assists... development of short, medium, and long- term plans to achieve strategic objectives Regularly interacts across..."
https://kr.indeed.com/viewjob?jk=,,Macquarie Group Limited,서울,,"strategy. Execution of transactions will include initial term sheet negotiations, managing due diligence, negotiation..."
https://kr.indeed.com/viewjob?jk=,,ASM,경기도 화성,,internal and external stakeholders. Understand and build long- term innovative global technology systems that enable enhanced...
https://kr.indeed.com/viewjob?jk=,,CBRE,서울,,client premises in Yeoido Contract Type: Regular (open term) JOB SUMMARY Provides administrative support to a department...
https://kr.indeed.com/viewjob?jk=,,"JPMorgan Chase Bank, N.A.",서울,,"do. We strive to build trusted, long- term partnerships to help our clients achieve... cultivate long term partnership with key..."
https://kr.indeed.com/viewjob?jk=,,Dupont,경기도 화성,,annual and long- term operating budgets... empowerment. Conducts annual and long- term succession planning. Critical Skills...
https://kr.indeed.com/viewjob?jk=,,"JPMorgan Chase Bank, N.A.",서울,,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=,,Nearthlab,서울 역삼역,,Identify new clients and partners and build positive and long- term relationships • Closely work with clients and partners...
https://kr.indeed.com/viewjob?jk=,,MOLOCO,서울 강남구,,6-Months Fixed- Term Customer Success... approach... focus on building long- term partnerships. Passions for continuous...
https://kr.indeed.com/viewjob?jk=,,Chloé,서울,,looking vision of femininity continues to inspire our long- term commitment to support the advancement of women. Women moving...
https://kr.indeed.com/viewjob?jk=,,Asiance,서울,,품권 지급 Working from home Leaving work at 4 o'clock on Long- term employee Chuseok & every Wednesday (Flexible) the last Friday...
https://kr.indeed.com/viewjob?jk=,,Adidas,서울,,Fully lead a customer`s annual sales plan and set a mid- term plan to grow both companies business... right strategy...
https://kr.indeed.com/viewjob?jk=b73ba4f97db9c888,Publisher Partnerships Manager,Criteo,서울,,diverse internal cross-functional teams Long/short term business strategy with insights from measurable data Who you...
https://kr.indeed.com/viewjob?jk=052f62d0acf5812a,A2R & Tax Accountant (KR Retained),Sanofi,서울,,"listening, Confidentiality Other • 12 months fixed- term contract • Black line to A2R KR Head based in Seoul • Position..."
https://kr.indeed.com/viewjob?jk=087c9b12a99ef520,CW-Associate Human Resources – Talent Acquisition,Amgen,서울,,"talent. Exercise a wide degree of creativity, near- and long- term recruiting vision, business understanding, and personal..."
https://kr.indeed.com/viewjob?jk=d537758b509eb82d,Associate C&B Specialist,MSD,서울,,calls or emails. Employee Status: Temporary (Fixed Term) Relocation: Domestic VISA Sponsorship: Travel Requirements...
https://kr.indeed.com/viewjob?jk=581f0773d0deb0c3,Logistics Analyst,CACI,대한민국,,Start: TS/SCI with Polygraph Employee Type: Regular-Long Term Assignment Percentage of Travel Required: Up to 10% Type...
https://kr.indeed.com/viewjob?jk=f03efe25b78605e9,"[Air Liquide Korea] H2E Business Developer, Upstream",에어리퀴드코리아,서울 강남구,,customer drivers and assist in building short/medium/long- term strategies. Missions and Responsibilities 마케팅·광고·홍보·조사>마케팅>마케...
https://kr.indeed.com/viewjob?jk=76aca9d890987d3a,"Public Sector Account Executive, Healthcare/Research",Amazon Web Services Korea LLC,서울,,prospects in order to build long- term business opportunity. You’ll also work... Develop long- term strategic partnerships...
https://kr.indeed.com/viewjob?jk=d40942770f615897,ENOVIA SALES EXPERT,Dassault Systèmes,서울,,Industry Fundamentals to get customer commitment on a long- term business transformation Leverage 3DEXPERIENCE Platform as our...
https://kr.indeed.com/viewjob?jk=dca6041ac243d216,Laundry & Home Care R&D Intern One year,Henkel,서울 강남구,,"JOB ID: 21026918 Contract & Job type: Full Time, Limited Term Contact information for application-related questions..."
https://kr.indeed.com/viewjob?jk=f473f4ab0c815719,영업관리 경력 정규직,스카우트파트너스,서울 강남구,,targets.- Responsible for delivery customer plan and long term & short term sales strategy to contribute stable sales growth...
https://kr.indeed.com/viewjob?jk=87d0b10c28fd5289,"CIB - Global Corporate Bank - Local Corporate - Analyst, Kor...","JPMorgan Chase Bank, N.A.",서울,,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=3a14bd392db8df1a,"Technical Account Mgr - Comms, Electronics and Semiconductor",MathWorks,서울,,projects... unique workflows Build and maintain long term relationships with customer decision makers and end users...
https://kr.indeed.com/viewjob?jk=7fb69385a101cc05,HR Specialist,HILTI,서울,,Forecast(RF)) W/H tax support We are proud to have a long- term bonding with our employees: More than 30% of our employees...
https://kr.indeed.com/viewjob?jk=5ad2ea0313301e31,New Business Developer,Glass Substrates for TFT-LCDs,대한민국,,development of technology and capabilities to support the long term needs... business -Collaborate... business unit...
https://kr.indeed.com/viewjob?jk=1fe5d621f35822dd,Managing Director - Country Manager Korea,BayWa r.e.,서울,,"projection. You... required to negotiate complex, long- term contracts... get Group buy... business context..."
https://kr.indeed.com/viewjob?jk=a3970146052a0006,Laundry & Home Care Marketing Graduate Development Program O...,Henkel,서울 강남구,,"JOB ID: 22027206 Contract & Job type: Full Time, Limited Term Contact information for application-related questions..."
https://kr.indeed.com/viewjob?jk=5113ba7fb4339b6e,Supplier Manager,Intel,대한민국,,strategies based on business market intelligence long- term analysis... commodity... supply ecosystem. Acquires...
https://kr.indeed.com/viewjob?jk=825ba5ca1ee72e32,Korea - JD Sports Account Lead Manager,Nike,서울,,"implementation of seasonal, annual, and long- term plans by closely collaborating with partners... applying an..."
